date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:23	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-679d7d5e-1aba09a8d79ad9ce;gz%22	https://vaquinhasoliidaria.site/robots.txt		(from )
15:45:24	22286/22286	---M-Z	200	added ('OK')	text/html	etag:%22570e-67f5de75-1705ca1c271e656d;gz%22	https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/indexe8d9.html	(from )
15:45:24	44758/44758	---MCZ	200	added ('OK')	application/javascript	etag:W/%22aed6-Y9Jjainq7V73/iNxbpVVmu955LM%22	https://cdn.jsdelivr.net/npm/alpinejs@3.x.x/dist/cdn.min.js	C:/Meus%20Sites/sos%20resgate%204%20patas/cdn.jsdelivr.net/npm/alpinejs@3.x.x/dist/cdn.min.js	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:24	33252/33252	---MCZ	200	added ('OK')	text/javascript	etag:W/%225f2b003925600a48e5ef97101a30327e%22	https://cdn.utmify.com.br/scripts/pixel/pixel.js	C:/Meus%20Sites/sos%20resgate%204%20patas/cdn.utmify.com.br/scripts/pixel/pixel.js	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:25	12430/12430	---MCZ	200	added ('OK')	text/javascript	etag:W/%22efe61894addf749077304018579f5727%22	https://cdn.utmify.com.br/scripts/utms/latest.js	C:/Meus%20Sites/sos%20resgate%204%20patas/cdn.utmify.com.br/scripts/utms/latest.js	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:25	219174/219174	---M--	200	added ('OK')	image/png	etag:%2235826-67f2598e-9eb00b9538eb22d;;;%22	https://vaquinhasoliidaria.site/pets/images/IMG_0619.PNG	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/images/IMG_0619.png	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:25	127847/127847	---M--	200	added ('OK')	image/jpeg	etag:%221f367-67f2598e-534b3e04a2e24789;;;%22	https://vaquinhasoliidaria.site/pets/images/Logotipo%20delicado%20monograma%20feminino%20bege%20e%20branco.jpeg	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/images/Logotipo%20delicado%20monograma%20feminino%20bege%20e%20branco.jpg	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:25	152903/152903	---M--	200	added ('OK')	image/jpeg	etag:%2225547-67f2598e-cd19dd84875db6df;;;%22	https://vaquinhasoliidaria.site/pets/images/dog2.jpg	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/images/dog2.jpg	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:25	167162/167162	---M--	200	added ('OK')	image/jpeg	etag:%2228cfa-67f2598e-8f464bca9367204f;;;%22	https://vaquinhasoliidaria.site/pets/images/dog3.jpg	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/images/dog3.jpg	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:26	19798/19798	---M-Z	200	added ('OK')	text/html	etag:%224d56-67f2598d-86d9abf875da4b2f;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=1500	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/index46f4.html	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
